ID,Year_Birth,Age,Generasi,Education,Marital_Status,Income,Economic_Stat,Kidhome,Teenhome,Dependent,Dt_Customer,Recency,Complain,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,mnttotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,totalpurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,totalacceptedcmp,Recency_Category
7505,1957,57,Boomers,PhD,Married,44155.0,Low,1,1,2,2014-01-19,24,0,22.0,1,9,0,0,14,46.0,1,1,1,2,4,5,0,0,0,0,0,0,0,Low Recency
5113,1971,43,Gen X,PhD,Divorced,86979.0,Highest,0,0,0,2013-11-07,67,0,584.0,83,499,65,83,35,1349.0,1,5,5,5,2,16,0,0,1,0,0,1,2,High Recency
10858,1975,39,Gen X,Bachelor,Married,76532.0,Highest,1,1,2,2013-09-09,38,0,355.0,30,177,90,89,30,771.0,4,8,5,7,5,24,0,0,0,0,0,0,0,High Recency
2961,1982,32,Milennial,Bachelor,Married,42081.0,Low,1,0,1,2013-02-26,86,0,175.0,10,110,54,6,27,382.0,2,6,3,4,6,15,0,0,1,0,0,0,1,High Recency
2747,1988,26,Milennial,PhD,Married,67546.0,High,0,0,0,2012-08-31,90,0,822.1000000000001,83,499,120,38,122,1684.1000000000001,1,4,7,5,3,17,0,0,0,0,0,0,0,High Recency
3010,1989,25,Milennial,Master,Married,88420.0,Highest,0,0,0,2014-05-02,87,0,822.1000000000001,83,499,99,89,122,1714.1000000000001,1,4,7,8,2,20,1,0,1,0,1,0,3,High Recency
5790,1985,29,Milennial,Bachelor,Married,31158.0,Lowest,1,0,1,2013-01-27,62,0,25.0,6,16,20,0,5,72.0,2,2,0,3,8,7,0,0,0,0,0,0,0,High Recency
6892,1968,46,Gen X,Bachelor,Divorced,61671.0,High,0,1,1,2014-06-03,23,0,641.0,7,56,0,0,28,732.0,5,8,4,6,8,23,1,0,0,1,0,0,2,Low Recency
1743,1974,40,Gen X,Bachelor,Single,69719.0,Highest,0,0,0,2014-05-26,99,0,273.0,83,208,120,14,43,741.0,1,2,3,5,2,11,0,0,0,0,0,0,0,High Recency
3578,1949,65,Boomers,Bachelor,Divorced,49160.0,Low,0,1,1,2013-10-20,29,0,122.0,21,43,25,10,15,236.0,2,3,1,6,6,12,0,0,0,0,0,0,0,Low Recency
8462,1978,36,Milennial,Basic,Married,24882.0,Lowest,1,0,1,2012-09-09,52,0,6.0,4,10,29,0,36,85.0,1,1,1,2,6,5,0,0,1,0,0,0,1,High Recency
5558,1954,60,Boomers,PhD,Single,90933.0,Highest,0,0,0,2014-03-31,90,0,822.1000000000001,31,430,62,63,79,1487.1000000000001,1,4,6,4,2,15,0,0,0,0,1,0,1,High Recency
4619,1945,69,Boomers,PhD,Single,113734.0,Highest,0,0,0,2014-05-28,9,0,6.0,2,7,1,89,3,108.0,1,8,0,2,2,11,0,0,0,0,0,0,0,Low Recency
8780,1950,64,Boomers,PhD,Married,59292.0,High,0,1,1,2013-06-13,71,0,378.0,14,68,19,14,14,507.0,2,3,5,8,3,18,0,0,0,0,0,0,0,High Recency
10789,1964,50,Gen X,PhD,Married,45759.0,Low,1,1,2,2013-02-23,13,0,42.0,1,18,3,0,4,68.0,2,2,0,3,7,7,0,0,0,0,0,0,0,Low Recency
10779,1983,31,Milennial,Bachelor,Single,22148.0,Lowest,0,0,0,2014-04-13,16,0,15.0,5,14,0,4,11,49.0,1,1,0,3,7,5,0,0,0,0,0,0,0,Low Recency
5896,1987,27,Milennial,Master,Married,73395.0,Highest,0,0,0,2014-03-18,94,0,272.0,7,80,20,7,11,397.0,1,4,4,6,2,15,0,0,0,0,0,0,0,High Recency
2337,1971,43,Gen X,Bachelor,Divorced,29819.0,Lowest,1,0,1,2013-10-24,77,0,9.0,1,24,2,1,3,40.0,3,3,0,3,6,9,0,0,0,0,0,0,0,High Recency
10951,1968,46,Gen X,Bachelor,Married,45688.0,Low,0,1,1,2014-01-25,20,0,279.0,0,18,0,0,9,306.0,2,3,1,8,4,14,0,0,0,1,0,0,1,Low Recency
544,1954,60,Boomers,Bachelor,Married,62820.0,High,0,0,0,2013-05-11,51,0,398.0,61,265,120,61,53,958.0,1,3,4,6,2,14,0,0,0,0,0,0,0,High Recency
17,1971,43,Gen X,PhD,Married,60491.0,High,0,1,1,2013-09-06,81,0,637.0,47,237,12,19,76,1028.0,4,6,7,7,5,24,0,0,0,0,0,0,0,High Recency
10680,1986,28,Milennial,Bachelor,Married,33235.0,Lowest,1,0,1,2014-02-05,71,0,45.0,0,16,2,1,6,70.0,1,3,0,3,7,7,0,0,0,0,0,0,0,High Recency
3265,1959,55,Boomers,Bachelor,Married,35701.0,Low,0,0,0,2013-03-19,36,0,21.0,1,9,7,3,5,46.0,1,1,0,3,6,5,0,0,0,0,0,0,0,High Recency
5623,1980,34,Milennial,Master,Married,31535.0,Lowest,1,0,1,2013-09-26,95,0,15.0,4,13,0,0,19,51.0,1,1,1,2,7,5,0,0,1,0,0,0,1,High Recency
5832,1960,54,Gen X,Master,Married,92556.0,Highest,0,0,0,2014-04-20,32,0,493.0,83,352,120,23,28,1099.0,1,3,5,11,2,20,0,0,0,0,0,0,0,High Recency
5544,1970,44,Gen X,Bachelor,Single,67384.0,High,0,1,1,2012-11-10,32,0,822.1000000000001,40,175,120,53,107,1317.1000000000001,2,7,7,5,5,21,0,0,0,1,0,0,1,High Recency
6417,1971,43,Gen X,Master,Married,80573.0,Highest,0,0,0,2012-10-14,85,0,822.1000000000001,83,430,60,89,15,1499.1000000000001,1,4,6,11,2,22,0,0,0,0,0,0,0,High Recency
5831,1967,47,Gen X,Bachelor,Married,77870.0,Highest,0,1,1,2012-08-22,93,0,822.1000000000001,50,499,65,50,122,1608.1000000000001,3,5,5,5,8,18,1,0,0,1,0,1,3,High Recency
7101,1963,51,Gen X,PhD,Widow,52278.0,High,0,1,1,2013-01-25,24,0,822.1000000000001,0,71,0,0,122,1015.1000000000001,5,8,5,10,8,28,0,0,0,0,0,0,0,Low Recency
10176,1968,46,Gen X,Bachelor,Single,57107.0,High,0,1,1,2012-08-24,44,0,159.0,0,120,0,0,122,401.0,5,4,4,8,8,21,0,1,0,1,0,1,3,High Recency
2326,1990,24,Milennial,Bachelor,Married,18929.0,Lowest,0,0,0,2013-02-16,15,0,32.0,0,8,23,4,18,85.0,1,1,0,4,6,6,0,0,0,0,0,0,0,Low Recency
4385,1981,33,Milennial,PhD,Single,36038.0,Low,1,0,1,2013-05-31,82,0,23.0,0,15,0,2,7,47.0,2,3,0,3,6,8,0,0,0,0,0,0,0,High Recency
2929,1976,38,Milennial,Bachelor,Single,20180.0,Lowest,0,0,0,2013-02-20,27,0,18.0,42,24,15,20,18,137.0,1,2,1,4,7,8,0,0,0,0,0,0,0,Low Recency
10686,1965,49,Gen X,PhD,Married,34230.0,Lowest,1,1,2,2012-12-26,72,0,15.0,0,7,0,0,3,25.0,1,1,0,2,7,4,0,0,0,0,0,0,0,High Recency
2546,1977,37,Milennial,Master,Single,31878.0,Lowest,0,1,1,2014-06-22,7,0,23.0,4,7,10,5,23,72.0,1,1,0,4,3,6,0,0,0,0,0,0,0,Low Recency
3283,1972,42,Gen X,Master,Married,70932.0,Highest,0,1,1,2014-01-19,57,0,200.0,83,100,46,89,122,640.0,2,6,2,11,3,21,0,0,0,0,0,0,0,High Recency
3138,1956,58,Boomers,Bachelor,Single,91249.0,Highest,0,0,0,2012-10-20,84,0,822.1000000000001,27,119,71,89,27,1155.1000000000001,1,7,7,6,4,21,1,1,0,1,1,1,5,High Recency
4994,1943,71,Boomers,Master,Single,77598.0,Highest,0,0,0,2013-10-01,53,0,822.1000000000001,33,281,120,66,33,1355.1000000000001,1,7,5,11,3,24,0,0,0,0,1,0,1,High Recency
7966,1959,55,Boomers,Bachelor,Single,80982.0,Highest,1,1,2,2013-01-08,48,1,505.0,83,401,104,22,22,1137.0,3,8,5,11,5,27,0,0,0,0,0,0,0,High Recency
3112,1977,37,Milennial,Master,Married,22701.0,Lowest,1,0,1,2013-09-05,2,0,6.0,4,9,0,4,5,28.0,1,1,0,3,5,5,0,0,0,0,0,0,0,Low Recency
10872,1969,45,Gen X,PhD,Married,55212.0,High,0,1,1,2012-11-23,65,0,822.1000000000001,0,45,0,0,34,901.1000000000001,3,4,2,11,8,20,0,1,0,1,0,0,2,High Recency
2181,1970,44,Gen X,Bachelor,Married,70617.0,Highest,0,0,0,2013-06-23,45,0,353.0,61,499,40,46,27,1026.0,1,3,3,7,2,14,0,0,0,0,0,0,0,High Recency
1867,1957,57,Boomers,Bachelor,Single,64849.0,High,0,0,0,2012-11-13,42,0,652.0,48,350,94,84,108,1336.0,1,8,3,6,5,18,0,0,0,0,0,1,1,High Recency
1518,1965,49,Gen X,Master,Married,62694.0,High,1,1,2,2013-06-17,29,0,379.0,6,157,25,89,91,747.0,5,8,3,7,7,23,0,0,0,0,0,0,0,Low Recency
5734,1974,40,Gen X,PhD,Married,61917.0,High,1,1,2,2013-11-20,83,0,46.0,4,36,2,2,3,93.0,1,2,0,4,5,7,0,0,0,0,0,0,0,High Recency
2878,1947,67,Boomers,PhD,Married,67472.0,High,0,1,1,2013-09-28,93,0,162.0,31,127,8,17,69,414.0,2,4,2,7,3,15,0,0,0,0,0,0,0,High Recency
1458,1982,32,Milennial,Master,Married,21059.0,Lowest,1,0,1,2014-01-07,40,0,8.0,3,19,3,3,8,44.0,3,3,0,3,6,9,0,0,0,0,0,0,0,High Recency
7007,1968,46,Gen X,Master,Married,29543.0,Lowest,2,0,2,2014-04-01,47,0,17.0,3,18,3,4,18,63.0,2,3,1,2,7,8,0,0,0,0,0,0,0,High Recency
6200,1951,63,Boomers,Bachelor,Married,75903.0,Highest,0,1,1,2013-04-08,50,0,340.0,83,185,120,38,100,866.0,2,6,6,9,3,23,0,0,0,0,0,0,0,High Recency
1403,1975,39,Gen X,Master,Married,34984.0,Lowest,1,1,2,2012-09-06,40,0,8.0,4,15,3,5,3,38.0,2,1,0,3,7,6,0,0,0,0,0,0,0,High Recency
4827,1956,58,Boomers,PhD,Single,54998.0,High,0,1,1,2013-03-10,3,0,154.0,22,202,39,30,8,455.0,5,4,2,9,4,20,0,0,0,0,0,1,1,Low Recency
6250,1949,65,Boomers,PhD,Widow,54356.0,High,0,1,1,2012-11-19,62,0,710.0,15,30,20,0,3,778.0,3,8,2,8,8,21,0,0,0,0,0,1,1,High Recency
9291,1959,55,Boomers,Master,Married,34242.0,Lowest,0,1,1,2014-03-23,25,0,8.0,2,7,0,0,3,20.0,1,1,0,3,5,5,0,0,0,0,0,0,0,Low Recency
2478,1973,41,Gen X,Bachelor,Married,25410.0,Lowest,1,0,1,2013-08-31,48,0,6.0,2,7,13,13,4,45.0,1,1,0,4,4,6,0,0,0,0,0,0,0,High Recency
1139,1984,30,Milennial,PhD,Married,73356.0,Highest,0,0,0,2014-02-06,56,0,822.1000000000001,14,322,0,14,112,1284.1000000000001,1,5,7,5,2,18,1,0,1,0,1,1,4,High Recency
5138,1950,64,Boomers,Bachelor,Married,28320.0,Lowest,0,1,1,2013-01-14,68,0,19.0,1,14,3,2,4,43.0,1,1,0,3,8,5,0,0,0,0,0,0,0,High Recency
5393,1977,37,Milennial,Bachelor,Single,23763.0,Lowest,1,0,1,2012-08-07,64,0,22.0,0,7,6,2,6,43.0,1,1,0,3,7,5,0,0,0,0,0,0,0,High Recency
10413,1984,30,Milennial,Bachelor,Married,72570.0,Highest,0,0,0,2014-04-25,67,0,274.0,83,216,120,89,122,904.0,1,4,6,11,2,22,0,0,0,0,0,0,0,High Recency
5015,1976,38,Milennial,Master,Married,34529.0,Lowest,1,0,1,2012-09-14,94,0,68.0,6,38,3,6,41,162.0,2,2,2,3,7,9,0,0,0,0,0,0,0,High Recency
10868,1951,63,Boomers,Bachelor,Widow,70792.0,Highest,0,0,0,2013-02-06,82,0,344.0,45,499,104,11,114,1117.0,2,3,4,10,3,19,0,0,0,0,0,0,0,High Recency
10676,1982,32,Milennial,Bachelor,Married,63211.0,High,0,0,0,2012-11-02,3,0,145.0,83,459,120,26,122,955.0,2,3,7,7,2,19,0,0,0,0,0,1,1,Low Recency
2495,1974,40,Gen X,Master,Married,83891.0,Highest,0,1,1,2014-06-20,24,0,217.0,38,350,111,85,15,816.0,1,4,7,10,2,22,0,0,0,0,0,0,0,Low Recency
7842,1968,46,Gen X,Bachelor,Single,36065.0,Low,1,1,2,2013-03-31,54,0,18.0,7,34,10,2,3,74.0,3,3,0,3,8,9,0,0,0,0,0,0,0,High Recency
9955,1954,60,Boomers,Bachelor,Married,39898.0,Low,0,1,1,2013-02-12,20,0,69.0,8,26,12,7,12,134.0,2,3,0,4,7,9,0,0,0,0,0,0,0,Low Recency
6663,1970,44,Gen X,PhD,Single,51141.0,Low,0,0,0,2013-07-08,96,0,144.0,0,7,0,0,6,157.0,1,3,1,4,5,9,0,0,0,0,0,0,0,High Recency
2162,1976,38,Milennial,Bachelor,Married,56939.0,High,0,1,1,2013-09-18,19,0,256.0,34,103,90,29,49,561.0,2,3,3,10,3,18,0,0,0,0,0,0,0,Low Recency
3434,1951,63,Boomers,Bachelor,Single,80872.0,Highest,0,0,0,2014-05-12,60,0,483.0,72,499,94,12,108,1268.0,1,4,4,10,2,19,0,0,0,0,0,0,0,High Recency
7919,1976,38,Milennial,PhD,Married,72335.0,Highest,0,0,0,2012-08-13,2,0,822.1000000000001,83,499,28,21,3,1456.1000000000001,1,8,4,8,8,21,0,0,0,0,0,1,1,Low Recency
5626,1964,50,Gen X,PhD,Single,61798.0,High,0,0,0,2013-11-23,13,0,338.0,4,89,11,8,13,463.0,1,4,2,9,4,16,0,0,0,0,0,0,0,Low Recency
6428,1950,64,Boomers,PhD,Widow,76842.0,Highest,0,0,0,2014-05-03,37,0,605.0,10,345,84,54,32,1130.0,1,1,7,7,2,16,0,0,0,0,0,0,0,High Recency
8514,1976,38,Milennial,Bachelor,Married,29478.0,Lowest,1,0,1,2014-01-17,59,0,8.0,0,7,3,1,3,22.0,1,1,0,3,6,5,0,0,0,0,0,0,0,High Recency
10448,1956,58,Boomers,Bachelor,Single,46998.0,Low,0,1,1,2012-10-22,55,0,172.0,41,86,45,6,27,377.0,5,5,3,5,7,18,0,0,1,0,0,0,1,High Recency
2109,1990,24,Milennial,Bachelor,Single,96843.0,Highest,0,0,0,2013-04-23,60,0,448.0,71,499,40,17,17,1092.0,1,6,7,10,2,24,0,0,0,0,1,1,2,High Recency
7530,1950,64,Boomers,PhD,Widow,56551.0,High,1,1,2,2014-05-07,48,0,67.0,4,32,17,2,16,138.0,3,2,1,4,4,10,0,0,0,0,0,0,0,High Recency
8925,1965,49,Gen X,Master,Married,70053.0,Highest,0,1,1,2013-07-03,38,0,512.0,53,98,81,89,89,922.0,3,8,5,10,5,26,0,0,0,0,0,0,0,High Recency
3009,1962,52,Gen X,PhD,Widow,71670.0,Highest,0,0,0,2013-07-09,8,0,822.1000000000001,16,128,0,0,122,1088.1000000000001,1,5,3,6,6,15,0,1,0,1,1,1,4,Low Recency
6355,1978,36,Milennial,Bachelor,Married,44359.0,Low,1,1,2,2014-06-17,19,0,20.0,0,14,7,3,3,47.0,3,2,0,4,3,9,0,0,0,0,0,0,0,Low Recency
3517,1952,62,Boomers,Bachelor,Single,40887.0,Low,1,1,2,2013-05-06,32,0,50.0,4,44,10,10,43,161.0,3,3,1,3,8,10,0,0,0,0,0,1,1,High Recency
1158,1966,48,Gen X,Bachelor,Divorced,48877.0,Low,0,1,1,2014-01-05,27,0,102.0,1,15,2,0,24,144.0,1,3,0,4,7,8,0,0,0,0,0,0,0,Low Recency
6203,1947,67,Boomers,Bachelor,Married,74485.0,Highest,0,0,0,2013-08-24,58,0,499.0,83,499,120,49,49,1299.0,1,6,7,11,3,25,0,0,0,0,0,0,0,High Recency
7165,1972,42,Gen X,Bachelor,Married,64474.0,High,0,1,1,2013-10-22,59,0,381.0,35,172,56,86,93,823.0,2,8,2,10,5,22,0,0,0,0,0,0,0,High Recency
3595,1963,51,Gen X,Bachelor,Married,77226.0,Highest,0,1,1,2014-02-28,29,0,631.0,43,239,120,76,21,1130.0,2,6,7,11,3,26,0,0,0,0,0,0,0,Low Recency
8537,1949,65,Boomers,Bachelor,Widow,72643.0,Highest,0,0,0,2013-02-27,60,0,526.0,80,499,120,89,53,1367.0,1,3,7,7,2,18,1,0,0,0,0,1,2,High Recency
4331,1978,36,Milennial,Master,Married,85738.0,Highest,0,0,0,2014-01-23,41,0,822.1000000000001,26,376,17,26,13,1280.1000000000001,1,3,6,11,2,21,0,0,0,1,1,0,2,High Recency
6281,1966,48,Gen X,Bachelor,Divorced,55686.0,High,0,1,1,2013-02-14,27,0,673.0,0,199,37,47,26,982.0,2,6,3,5,4,16,0,0,1,0,0,0,1,Low Recency
4338,1983,31,Milennial,Bachelor,Single,39062.0,Low,1,0,1,2014-03-25,28,0,23.0,0,9,0,0,12,44.0,1,1,0,3,4,5,0,0,1,0,0,0,1,Low Recency
2452,1971,43,Gen X,Bachelor,Married,34600.0,Lowest,1,1,2,2013-01-01,8,0,199.0,33,60,8,3,15,318.0,5,5,2,5,8,17,0,0,0,0,0,1,1,Low Recency
9507,1975,39,Gen X,Bachelor,Married,40794.0,Low,0,1,1,2013-04-07,18,0,261.0,23,73,4,23,50,434.0,2,6,3,5,7,16,0,0,0,0,0,0,0,Low Recency
8360,1971,43,Gen X,Master,Married,54690.0,High,1,1,2,2013-11-07,76,0,111.0,16,37,7,9,18,198.0,3,3,1,5,3,12,0,0,0,0,0,0,0,High Recency
10311,1969,45,Gen X,Bachelor,Married,4428.0,Lowest,0,1,1,2013-10-05,0,0,16.0,4,12,2,4,122,160.0,1,8,0,2,2,11,0,0,0,0,0,0,0,Low Recency
5117,1963,51,Gen X,Master,Married,32632.0,Lowest,0,0,0,2012-08-02,32,0,63.0,83,137,120,19,53,475.0,2,4,4,8,5,18,0,0,0,0,0,0,0,High Recency
4867,1968,46,Gen X,PhD,Single,38236.0,Low,1,1,2,2013-09-20,2,0,58.0,0,18,2,0,10,88.0,4,3,0,4,7,11,0,0,0,0,0,0,0,Low Recency
9289,1979,35,Milennial,Bachelor,Married,36781.0,Low,1,0,1,2014-04-10,16,0,29.0,1,17,0,3,13,63.0,1,2,1,2,8,6,0,0,0,0,0,1,1,Low Recency
10913,1984,30,Milennial,Master,Single,31385.0,Lowest,1,0,1,2012-12-05,56,0,6.0,2,12,0,1,9,30.0,1,1,0,2,8,4,0,0,1,0,0,1,2,High Recency
3032,1984,30,Milennial,Bachelor,Married,24570.0,Lowest,1,0,1,2013-02-27,97,0,28.0,34,62,11,14,44,193.0,3,4,0,4,8,11,0,0,0,0,0,0,0,High Recency
8524,1974,40,Gen X,PhD,Divorced,25509.0,Lowest,1,0,1,2012-09-18,15,0,40.0,3,30,10,7,11,101.0,3,3,0,3,8,9,0,0,0,0,0,1,1,Low Recency
3334,1951,63,Boomers,Bachelor,Married,94642.0,Highest,0,0,0,2014-02-12,35,0,822.1000000000001,83,499,106,89,122,1721.1000000000001,1,5,7,9,2,22,1,0,0,0,1,0,2,High Recency
4470,1962,52,Gen X,Master,Married,58646.0,High,0,1,1,2013-06-10,3,0,62.0,1,44,6,5,22,140.0,1,2,1,4,4,8,0,0,0,0,0,0,0,Low Recency
1406,1975,39,Gen X,Bachelor,Single,53201.0,High,1,1,2,2013-02-12,49,0,280.0,7,81,20,0,27,415.0,5,6,3,5,7,19,0,0,0,0,0,0,0,High Recency
8619,1957,57,Boomers,Bachelor,Married,21994.0,Lowest,0,1,1,2012-12-24,4,0,9.0,0,7,3,1,3,23.0,1,1,0,3,5,5,0,0,0,0,0,0,0,Low Recency
10821,1978,36,Milennial,Bachelor,Married,57113.0,High,1,1,2,2013-02-06,45,0,182.0,4,33,0,2,42,263.0,5,4,1,5,7,15,0,0,0,0,0,0,0,High Recency
4552,1991,23,Milennial,Bachelor,Married,51373.0,High,0,0,0,2013-06-22,37,0,83.0,2,101,64,26,117,393.0,1,3,5,3,4,12,0,0,0,0,0,0,0,High Recency
898,1986,28,Milennial,Bachelor,Married,23477.0,Lowest,1,0,1,2013-10-21,39,0,38.0,15,54,3,8,29,147.0,3,3,0,4,8,10,0,0,0,0,0,0,0,High Recency
9797,1956,58,Boomers,Bachelor,Married,58116.0,High,0,1,1,2014-04-13,38,0,228.0,19,130,4,11,51,443.0,2,3,3,8,2,16,0,0,0,0,0,0,0,High Recency
10949,1963,51,Gen X,PhD,Divorced,72968.0,Highest,0,0,0,2013-12-16,8,0,822.1000000000001,37,499,120,37,55,1570.1000000000001,1,5,5,8,3,19,1,0,0,0,0,1,2,Low Recency
8212,1971,43,Gen X,Master,Married,39791.0,Low,0,1,1,2013-03-28,89,0,85.0,15,27,13,13,21,174.0,2,3,1,4,7,10,0,0,0,0,0,0,0,High Recency
6248,1947,67,Boomers,Master,Single,91712.0,Highest,0,0,0,2013-10-17,47,0,822.1000000000001,24,499,94,29,48,1516.1000000000001,1,8,7,11,3,27,0,0,0,0,1,1,2,High Recency
10164,1958,56,Boomers,Bachelor,Single,94472.0,Highest,0,1,1,2014-04-03,75,0,822.1000000000001,33,417,108,89,16,1485.1000000000001,1,5,5,5,5,16,0,0,0,1,1,0,2,High Recency
4547,1960,54,Gen X,Bachelor,Married,13672.0,Lowest,1,1,2,2013-04-17,86,0,6.0,2,9,2,1,5,25.0,2,1,0,3,8,6,0,0,0,0,0,0,0,High Recency
6815,1980,34,Milennial,Master,Married,96547.0,Highest,0,0,0,2014-05-23,4,0,448.0,21,125,52,89,62,797.0,1,7,6,8,2,22,1,0,1,0,1,1,4,Low Recency
4122,1975,39,Gen X,Bachelor,Married,79205.0,Highest,0,0,0,2012-08-29,73,0,504.0,23,117,120,28,44,836.0,1,6,5,4,4,16,1,0,0,0,0,1,2,High Recency
10841,1975,39,Gen X,PhD,Married,56559.0,High,0,1,1,2012-12-25,46,0,226.0,22,133,41,31,31,484.0,3,4,3,8,4,18,0,0,0,0,0,0,0,High Recency
5370,1973,41,Gen X,PhD,Married,32644.0,Lowest,1,0,1,2013-01-16,38,0,239.0,3,141,0,7,23,413.0,4,7,1,6,8,18,0,0,1,0,0,0,1,High Recency
176,1980,34,Milennial,Master,Single,67506.0,High,0,1,1,2014-01-02,73,0,90.0,38,67,33,36,67,331.0,1,4,1,6,3,12,0,0,0,0,0,0,0,High Recency
4860,1970,44,Gen X,Bachelor,Single,24206.0,Lowest,1,0,1,2013-03-08,66,0,7.0,2,8,3,2,3,25.0,1,1,0,3,6,5,0,0,0,0,0,0,0,High Recency
10757,1967,47,Gen X,PhD,Divorced,28420.0,Lowest,1,0,1,2013-12-24,36,0,6.0,2,7,2,0,3,20.0,1,1,0,2,6,4,0,0,0,0,0,0,0,High Recency
4023,1970,44,Gen X,Bachelor,Married,22979.0,Lowest,1,0,1,2012-09-06,29,0,16.0,17,19,20,21,22,115.0,3,3,2,2,8,10,0,0,0,0,0,1,1,Low Recency
6679,1966,48,Gen X,Bachelor,Single,33279.0,Lowest,0,0,0,2014-06-12,29,0,10.0,3,7,0,0,3,23.0,1,1,0,3,3,5,0,0,0,0,0,0,0,Low Recency
9923,1972,42,Gen X,Master,Single,46423.0,Low,1,1,2,2013-09-18,6,0,68.0,0,16,0,0,8,92.0,3,2,0,4,7,9,0,0,0,0,0,0,0,Low Recency
7181,1977,37,Milennial,Bachelor,Married,30368.0,Lowest,0,1,1,2013-11-07,97,0,35.0,0,13,2,0,3,53.0,2,2,0,3,8,7,0,0,0,0,0,0,0,High Recency
3599,1970,44,Gen X,Bachelor,Married,63684.0,High,0,1,1,2012-11-26,61,0,575.0,80,428,120,89,80,1372.0,3,8,4,8,5,23,0,0,0,0,0,0,0,High Recency
405,1964,50,Gen X,Bachelor,Divorced,41638.0,Low,0,1,1,2013-02-13,68,0,315.0,0,31,4,0,91,441.0,4,5,5,3,8,17,0,0,1,0,0,0,1,High Recency
6870,1959,55,Boomers,PhD,Divorced,68805.0,Highest,0,1,1,2013-09-17,73,0,182.0,2,49,17,13,20,283.0,1,3,1,7,2,12,0,0,0,0,0,0,0,High Recency
832,1966,48,Gen X,PhD,Married,65814.0,High,0,1,1,2014-03-02,90,0,561.0,14,113,10,14,35,747.0,3,8,2,10,5,23,0,0,0,0,0,0,0,High Recency
2002,1958,56,Boomers,Bachelor,Divorced,71964.0,Highest,0,0,0,2013-05-20,81,0,587.0,51,499,120,34,86,1377.0,1,5,6,5,3,17,0,0,0,0,0,0,0,High Recency
3657,1986,28,Milennial,Bachelor,Single,39146.0,Low,1,0,1,2013-02-14,1,0,94.0,1,33,13,12,12,165.0,3,4,0,4,8,11,0,0,0,0,0,0,0,Low Recency
500,1977,37,Milennial,Bachelor,Married,96876.0,Highest,0,0,0,2013-08-06,79,0,822.1000000000001,43,499,40,89,21,1514.1000000000001,1,7,7,9,2,24,1,0,0,1,1,1,4,High Recency
1951,1981,33,Milennial,Basic,Married,34445.0,Lowest,0,0,0,2013-01-27,92,0,228.0,83,122,120,89,30,672.0,5,8,2,8,8,23,0,0,0,0,0,0,0,High Recency
3262,1958,56,Boomers,Bachelor,Single,68281.0,Highest,0,0,0,2012-08-07,31,0,822.1000000000001,83,417,42,48,41,1453.1000000000001,1,2,7,11,5,21,0,0,0,0,0,1,1,High Recency
4102,1975,39,Gen X,Master,Married,37284.0,Low,1,1,2,2013-03-29,46,0,11.0,1,7,2,1,6,28.0,1,1,0,3,6,5,0,0,0,0,0,0,0,High Recency
7042,1983,31,Milennial,Bachelor,Married,36790.0,Low,0,0,0,2013-03-01,14,0,6.0,3,14,15,21,10,69.0,1,2,1,2,8,6,0,0,0,0,0,1,1,Low Recency
10598,1967,47,Gen X,Bachelor,Married,27943.0,Lowest,1,1,2,2013-04-15,89,0,12.0,1,16,4,1,3,37.0,3,2,0,3,8,8,0,0,0,0,0,0,0,High Recency
255,1951,63,Boomers,Bachelor,Divorced,22263.0,Lowest,1,1,2,2014-03-30,31,1,17.0,0,7,0,0,3,27.0,2,1,0,3,6,6,0,0,0,0,0,0,0,High Recency
2375,1972,42,Gen X,Bachelor,Married,30261.0,Lowest,1,2,3,2012-09-25,75,0,8.0,0,7,0,3,6,24.0,1,1,0,3,8,5,0,0,0,0,0,0,0,High Recency
9829,1978,36,Milennial,Bachelor,Married,28587.0,Lowest,1,0,1,2014-02-12,42,0,22.0,4,17,12,10,13,78.0,3,2,0,4,6,9,0,0,0,0,0,0,0,High Recency
6214,1982,32,Milennial,Master,Married,43815.0,Low,1,0,1,2013-04-05,53,0,14.0,10,29,4,7,15,79.0,1,2,0,3,6,6,0,0,0,0,0,0,0,High Recency
4954,1956,58,Boomers,Bachelor,Married,48195.0,Low,1,1,2,2014-01-21,53,0,106.0,27,68,52,7,5,265.0,5,4,2,5,6,16,0,0,0,0,0,0,0,High Recency
7861,1952,62,Boomers,Master,Married,77027.0,Highest,0,1,1,2014-02-05,23,0,820.0,57,242,45,0,11,1175.0,2,8,3,6,4,19,0,0,0,0,0,0,0,Low Recency
4837,1965,49,Gen X,PhD,Married,71322.0,Highest,0,1,1,2013-02-16,57,0,753.0,43,226,69,10,122,1223.0,2,8,5,11,4,26,0,0,0,0,0,0,0,High Recency
9423,1979,35,Milennial,Master,Married,32765.0,Lowest,1,0,1,2014-02-23,49,0,13.0,3,17,7,3,3,46.0,2,2,0,4,5,8,0,0,0,0,0,0,0,High Recency
4198,1965,49,Gen X,Bachelor,Married,29672.0,Lowest,1,1,2,2013-03-12,6,0,9.0,1,7,0,4,8,29.0,1,1,0,3,6,5,0,0,0,0,0,0,0,Low Recency
